Website,Public-Facing
ars.usda.gov,Yes
arscareers.usajobs.gov,Yes
arsouth.army.mil,Yes
art.csr.nih.gov,Yes
art.gsa.gov,Yes
art.state.gov,Yes
artcontest.larc.nasa.gov,Yes
artcrimes.fbi.gov,Yes
arthurhou.pps.eosdis.nasa.gov,Yes
artifactory.jten.mil,Yes
artifacts.nasa.gov,Yes
artreporting.cdc.gov,Yes
arts.gov,Yes
artsci.inl.gov,Yes
arwg.cap.gov,Yes
asa1-evpneast.usda.gov,No
asa1-evpnwest.usda.gov,No
asa2-evpneast.usda.gov,No
asa2-evpnwest.usda.gov,No
asa24.nci.nih.gov,No
asa3-evpneast.usda.gov,No
asa3-evpnwest.usda.gov,No
asafm.army.mil,Yes
asap.gsa.gov,Yes
asapdata.arc.nasa.gov,Yes
asb.army.mil,Yes
asbca.mil,Yes
asc-406-lrc-belvoir.army.mil,Yes
ascend-dm.ctss.nih.gov,Yes
ascent.sba.gov,Yes
aschq.army.mil,Yes
ascr-discovery.org,Yes
asd.gsfc.nasa.gov,Yes
asdc.larc.nasa.gov,Yes
asean.usmission.gov,Yes
asense.lbl.gov,Yes
asett.cms.gov,Yes
ask.census.gov,Yes
ask.fdic.gov,Yes
ask.fmcsa.dot.gov,Yes
ask.gsa.gov,Yes
ask.va.gov,Yes
asm.navy.mil,Yes
asm3.nmci.navy.mil,Yes
asp-archive.arc.nasa.gov,Yes
aspdotnetstorefront.webshops.fas.gsa.gov,No
aspdotnetstorefront.webshopt.fas.gsa.gov,No
aspe.hhs.gov,Yes
aspprox1.epa.gov,Yes
aspr.hhs.gov,Yes
asprportal.hhs.gov,Yes
asprprofiles.hhs.gov,Yes
asprready.hhs.gov,Yes
asprswift.hhs.gov,Yes
asprtracie.hhs.gov,Yes
asprwg.hhs.gov,Yes
asprwgpublic.hhs.gov,Yes
aspspprox.lbd.epa.gov,No
asrs.arc.nasa.gov,Yes
assets.cms.gov,Yes
assets.healthcare.gov,Yes
assignment.uspto.gov,Yes
assurancenet.fsis.usda.gov,No
astereds.cr.usgs.gov,Yes
asterweb.jpl.nasa.gov,Yes
asthmabirthcohorts.niaid.nih.gov,Yes
astribe.nsopw.gov,Yes
astro.fnal.gov,Yes
astrobiology.gsfc.nasa.gov,Yes
astrobiology.nasa.gov,Yes
astrocloud.wr.usgs.gov,Yes
astronautappearances.nasa.gov,Yes
astrowebmaps.wr.usgs.gov,Yes
at.dod.mil,Yes
at.usembassy.gov,Yes
atav.navy.mil,Yes
atbcstudy.cancer.gov,Yes
atc.navy.mil,Yes
atcsim.nasa.gov,Yes
atct.anl.gov,Yes
atcviztool.nasa.gov,Yes
atec.usajobs.gov,Yes
atf-eregs.18f.gov,No
atf-eregs.app.cloud.gov,No
atf.gov,Yes
atf.usajobs.gov,Yes
atfonline.gov,Yes
atiam.train.army.mil,Yes
atlantic.navfac.navy.mil,Yes
atlanticarea.uscg.mil,Yes
atlas-hllhc.docdb.bnl.gov,No
atlas-ug.docdb.bnl.gov,Yes
atlas.doe.gov,No
atlashep.anl.gov,Yes
atlaswiki.lbl.gov,Yes
atlhmscatchshares.fisheries.noaa.gov,Yes
atm.dev.il2.afwerx.dso.mil,Yes
atm.wff.nasa.gov,No
atmcorr.gsfc.nasa.gov,Yes
atmos.jpl.nasa.gov,Yes
atmosphere-imager.gsfc.nasa.gov,Yes
atms.fleta.gov,Yes
atrain.gesdisc.eosdis.nasa.gov,No
atrain.nasa.gov,Yes
atrain.sci.gsfc.nasa.gov,No
ats.doe.gov,No
atsdr.cdc.gov,Yes
attains.epa.gov,Yes
attainsprod.epa.gov,No
attainsweb.epa.gov,No
atterbury.jobcorps.gov,Yes
attic.dtra.mil,Yes
attic.gsfc.nasa.gov,Yes
au-piv-registration.doe.gov,No
au.usembassy.gov,Yes
auctiondata.fcc.gov,Yes
auctionresults.fcc.gov,Yes
auctions.fcc.gov,Yes
auctionsignon.fcc.gov,Yes
audit.lbl.gov,Yes
auditing.usajobs.gov,Yes
augustus.iqnavigator.com,No
aura.gesdisc.eosdis.nasa.gov,No
aura.gsfc.nasa.gov,Yes
auth.cdc.gov,No
auth.extranet.niddk.nih.gov,No
auth.jten.mil,--
auth.launchpad-sbx.nasa.gov,No
auth.launchpad.nasa.gov,No
auth.ncats.nih.gov,No
auth.ncdc.noaa.gov,No
auth.nih.gov,No
auth.orr.noaa.gov,No
auth.sdcc.bnl.gov,No
auth.tva.com,No
auth.tva.gov,No
auth.uspto.gov,No
authdev.nih.gov,No
authorarranger.nci.nih.gov,Yes
authproxy.nih.gov,No
authproxydev.nih.gov,No
authstaging.phmsa.dot.gov,Yes
authtest.ha.nih.gov,No
authtest.nih.gov,No
autoauctions.gsa.gov,Yes
autochoice.fas.gsa.gov,Yes
automation.tva.gov,No
autonoa.army.mil,--
autonomy.sandia.gov,Yes
autosaar.usmc.mil,Yes
autovendor.fas.gsa.gov,Yes
ava.jpl.nasa.gov,Yes
avdc.gsfc.nasa.gov,Yes
avdc1.gsfc.nasa.gov,No
avia.abcc.ncifcrf.gov,Yes
aviano.af.mil,Yes
aviano.tricare.mil,Yes
aviation.marines.mil,Yes
aviationsystems.arc.nasa.gov,Yes
aviationweather-bldr.ncep.noaa.gov,Yes
aviationweather-cprk.ncep.noaa.gov,Yes
aviationweather.gov,Yes
aviris.jpl.nasa.gov,Yes
avirisng.jpl.nasa.gov,Yes
avmc.army.mil,Yes
avo-volcview.wr.usgs.gov,Yes
avo-vsc-ash.wr.usgs.gov,Yes
avplm.services.nres.navy.mil,Yes
avreap.research.va.gov,Yes
avt.inl.gov,Yes
avtest.nhtsa.dot.gov,Yes
aw.nrel.gov,No
awards.oar.noaa.gov,No
awg.army.mil,Yes
awis.navair.navy.mil,Yes
awm.army.mil,Yes
aws-bod1801.ornl.gov,No
aws.nmb.gov,No
awsedap.epa.gov,No
awseg.sec.gov,No
awsgeopub.epa.gov,No
awsgispub.epa.gov,No
awslogin-qa.awsprod.nlm.nih.gov,No
awt.cbp.gov,Yes
ayudalocal.cuidadodesalud.gov,Yes
az.blm.gov,Yes
az.usembassy.gov,Yes
azure.acf.hhs.gov,No
azwg.cap.gov,Yes
ba.usembassy.gov,Yes
baa-registration.darpa.mil,Yes
baa-registration.sco.mil,Yes
baa.darpa.mil,Yes
baa.sco.mil,Yes
bach.doe.gov,No
backupcare.ors.nih.gov,No
badgesignup.grc.nasa.gov,No
bahc.nrmc.amedd.army.mil,--
balancer1.nhtsa.dot.gov,No
baldrigeresources.nist.gov,No
bamberg.jobcorps.gov,Yes
bamc.tricare.mil,Yes
bamc.usajobs.gov,Yes
band.eur.army.mil,Yes
bangkok.ilea.state.gov,Yes
banknet.gov,Yes
banks-d.data.fdic.gov,No
banks.data.fdic.gov,Yes
bapts.lbl.gov,Yes
barksdale.af.mil,Yes
barksdale.tricare.mil,Yes
barquist.tricare.mil,Yes
barracks.marines.mil,Yes
basc.pnnl.gov,Yes
basemap.nationalmap.gov,Yes
basicresearch.defense.gov,Yes
basictraining.af.mil,Yes
bassett-wainwright.tricare.mil,Yes
batterygroup.lbl.gov,Yes
bavr.cnic.navy.mil,Yes
baycam.lbl.gov,Yes
bayne-jones.tricare.mil,Yes
bb.usembassy.gov,Yes
bc2m2.pnnl.gov,Yes
bccp.lbl.gov,Yes
bcda.cms.gov,Yes
bcgcfm5.ncifcrf.gov,No
bcl.nrel.gov,Yes
bcrisktool.cancer.gov,Yes
bcsb.als.lbl.gov,Yes
bd.usembassy.gov,Yes
bdc.fcc.gov,Yes
bdc.lbl.gov,Yes
bds.explorer.ces.census.gov,Yes
be.usembassy.gov,Yes
bea.gov,Yes
beacon.epa.gov,Yes
beaconregistration.noaa.gov,No
beale.af.mil,Yes
beale.tricare.mil,Yes
beaufort.marines.mil,Yes
beaufort.tricare.mil,Yes
bec.ic3.gov,Yes
bedes.lbl.gov,Yes
behavior.lbl.gov,Yes
behavioranalytics.lbl.gov,Yes
bellingham.cap.gov,Yes
belvoirhospital.tricare.mil,Yes
benefits-tool-beta.usa.gov,No
benefits-tool.usa.gov,No
benefits.gov,Yes
benefits.ornl.gov,Yes
benefits.va.gov,Yes
benefits.vba.va.gov,Yes
benjaminlhooks.jobcorps.gov,Yes
beoc.ccs.esmo.nasa.gov,No
bep.gov,Yes
beready.af.mil,Yes
berkeleylabexperts.lbl.gov,Yes
bestar.lbl.gov,Yes
bestpracticesclearinghouse.ed.gov,Yes
beta-api.urs.eosdis.nasa.gov,No
beta-ut.clinicaltrials.gov,No
beta.access-board.gov,No
beta.cfpb.gov,No
beta.clinicaltrials.gov,Yes
beta.fpds.gov,No
beta.ngs.noaa.gov,No
beta.onrr.gov,No
beta.sciencebase.gov,No
beta.tidesandcurrents.noaa.gov,Yes
beta.trade.gov,Yes
beta.tsa.gov,No
beta.urs.eosdis.nasa.gov,No
beta.weather.gov,Yes
betobaccofree.hhs.gov,Yes
betterbuildingssolutioncenter.energy.gov,Yes
bf.usembassy.gov,Yes
bfm.fcc.gov,Yes
bg-crawford.tricare.mil,Yes
bg.usembassy.gov,Yes
bgas.samhsa.gov,No
bgexplorer.pnnl.gov,No
bgj398.ctss.nih.gov,Yes
bh.usembassy.gov,Yes
bhs.econ.census.gov,Yes
bhw.hrsa.gov,Yes
bi.usembassy.gov,Yes
bia.gov,Yes
biamaps.doi.gov,No
bic.marines.mil,Yes
bica.nhgri.nih.gov,No
bicoid.lbl.gov,Yes
bids.cttso.gov,Yes
bids.state.gov,No
bie.edu,Yes
big.nhlbi.nih.gov,Yes
bigsouthfork.atdd.noaa.gov,Yes
bil.usajobs.gov,Yes
bims.navfac.navy.mil,Yes
biobeat.nigms.nih.gov,Yes
biodbnet.abcc.ncifcrf.gov,Yes
bioenergy.inl.gov,Yes
bioepic.lbl.gov,Yes
bioethics.nih.gov,Yes
bioethicsapps.cc.nih.gov,No
bioinfo.abcc.ncifcrf.gov,Yes
bioinformatics.anl.gov,Yes
bioinformatics.ccr.cancer.gov,Yes
bioinformatics.niaid.nih.gov,Yes
bioinformatics.sandia.gov,No
biolincc.nhlbi.nih.gov,Yes
biomassboard.gov,Yes
biomedicalresearchworkforce.nih.gov,Yes
biometry.nci.nih.gov,No
bionlp-lhc.nlm.nih.gov,Yes
bionlp.nlm.nih.gov,Yes
biopreferred.gov,No
biosciences.lbl.gov,Yes
biospecimens.cancer.gov,Yes
bis.data.commerce.gov,Yes
bis.doc.gov,Yes
bisulfite.nichd.nih.gov,Yes
bitbucket.grantsolutions.gov,No
bitbucket.jten.mil,Yes
bitool.ed.gov,Yes
bj.usembassy.gov,Yes
bja.ojp.gov,Yes
bjapmt.ojp.gov,No
bjatta.bja.ojp.gov,Yes
bjs.ojp.gov,Yes
bl1231.als.lbl.gov,Yes
bl831.als.lbl.gov,Yes
blackfeet.nsopw.gov,Yes
blackmarble.gsfc.nasa.gov,Yes
blackwell.jobcorps.gov,Yes
blanchfield.amedd.army.mil,--
blanchfield.tricare.mil,Yes
blast.lbl.gov,Yes
blast.ncbi.nlm.nih.gov,Yes
blend.mdl.nws.noaa.gov,Yes
bli5.lbl.gov,Yes
blm.gov,Yes
blm.sciencebase.gov,Yes
blm.usajobs.gov,Yes
blmsolar.anl.gov,Yes
blmwyomingvisual.anl.gov,Yes
blocked.aps.anl.gov,No
blog-nrrd.doi.gov,Yes
blog.dol.gov,Yes
blog.ed.gov,Yes
blog.marinedebris.noaa.gov,Yes
blog.ninds.nih.gov,Yes
blog.response.restoration.noaa.gov,Yes
blog.ssa.gov,Yes
blog.trade.gov,Yes
blog.usa.gov,Yes
blog.usaid.gov,No
blogs.anl.gov,No
blogs.cdc.gov,Yes
blogs.nasa.gov,Yes
bloodcell.transplant.hrsa.gov,Yes
bloodstemcell.hrsa.gov,Yes
bls.gov,Yes
blsa.nih.gov,Yes
blscompdata.bls.gov,No
blscompdataorigin1.bls.gov,No
blscompdatat.bls.gov,No
blsconfidentialitytraining.bls.gov,No
blsconfidentialitytrainingorigin1.bls.gov,No
blsconfidentialitytrainingt.bls.gov,No
blsmon1.bls.gov,No
blueangels.navy.mil,Yes
bluebutton.cms.gov,Yes
blueice.gsfc.nasa.gov,Yes
blueridge.jobcorps.gov,Yes
blueroof.gov,--
bm.usconsulate.gov,Yes
bmdsonline.epa.gov,Yes
bmr.lbl.gov,Yes
bmtflightphotos.af.mil,Yes
bn.usembassy.gov,Yes
bnl.gov,Yes
bnlbox.sdcc.bnl.gov,No
bo.usembassy.gov,Yes
boards.law.af.mil,Yes
bocachica.arc.nasa.gov,Yes
bocc.pnnl.gov,Yes
boem.gov,Yes
boiefiling.fincen.gov,Yes
boisforte.nsopw.gov,Yes
bol.navy.mil,Yes
bomgar.bop.gov,No
bomgar.cfpb.gov,No
bomgar.pppl.gov,Yes
bonemarrowfailure.ctss.nih.gov,Yes
bonnie-qdm.healthit.gov,No
bonnie.healthit.gov,Yes
bootcamp.navy.mil,Yes
bop.gov,Yes
bose.jpl.nasa.gov,Yes
bosque.gov,Yes
boss2013.lbl.gov,Yes
boss2014.lbl.gov,Yes
bosshog.lbl.gov,Yes
bot.hiv.gov,Yes
botdb.abcc.ncifcrf.gov,Yes
boudicca.nist.gov,Yes
boulder.doc.gov,Yes
boulder.noaa.gov,Yes
box.com,No
boxelder.jobcorps.gov,Yes
bpa.gov,Yes
bpd.lbl.gov,Yes
bphc.hrsa.gov,Yes
bplat.pnnl.gov,Yes
bpm-dev2.csp.noaa.gov,No
bpm-east.csp.noaa.gov,No
bpm-west.csp.noaa.gov,No
bptwai.fms.treas.gov,No
bqs.usgs.gov,Yes
br.usembassy.gov,Yes
bracbims.bracpmo.navy.mil,--
brachypodium.pw.usda.gov,No
bracpmo.navy.mil,Yes
brads.nichd.nih.gov,No
braindevelopment.ctss.nih.gov,No
braininitiative.nih.gov,Yes
brand.18f.gov,Yes
brb.nci.nih.gov,Yes
brd.nci.nih.gov,Yes
bremerton.tricare.mil,Yes
brevo.com,No
briandallgood.tricare.mil,Yes
brics.cit.nih.gov,Yes
brics.nei.nih.gov,No
bricsguid.nia.nih.gov,No
bricsguid.ninds.nih.gov,No
bridge.flhd.fhwa.dot.gov,Yes
bridgmodel.nci.nih.gov,Yes
broadband477map.fcc.gov,Yes
broadbandmap.gov,Yes
broadbandsearch.cert.sc.egov.usda.gov,No
broadbandsearch.sc.egov.usda.gov,No
broadbandusa.ntia.gov,Yes
broadcast.census.gov,No
brooklyn.jobcorps.gov,Yes
browserras.jpl.nasa.gov,No
brrc.research.va.gov,Yes
brunswick.jobcorps.gov,Yes
bs.usembassy.gov,Yes
bsa.fincen.gov,No
bsa.ornl.gov,Yes
bsaefiling.fincen.treas.gov,Yes
bsaefiling1.fincen.treas.gov,No
bsaf.el.erdc.dren.mil,Yes
bsc.irp.nia.nih.gov,No
bsc.nidcd.nih.gov,No
bscdev.nidcd.nih.gov,No
bse.pnl.gov,No
bsee.gov,Yes
bsesc.energy.gov,Yes
bsisb.lbl.gov,Yes
bsm.nrel.gov,Yes
bsve.dhs.gov,Yes
btcomp.dol.gov,Yes
btris.nih.gov,Yes
bts.dot.gov,Yes
bts.gov,Yes
buckley.spaceforce.mil,Yes
buckley.tricare.mil,Yes
bucvpn.occ.gov,No
budapest.ilea.state.gov,Yes
budgetlob.max.gov,Yes
budm.el.erdc.dren.mil,Yes
bugzilla.jten.mil,Yes
builder.mytva.com,Yes
builder.usmc.mil,Yes
buildingdata.energy.gov,Yes
buildingenergyscore.energy.gov,Yes
buildingretuning.pnnl.gov,Yes
buildings.lbl.gov,Yes
buildingsystems.pnnl.gov,No
bulk.ginniemae.gov,No
bulkdata.uspto.gov,Yes
bulkorder.ftc.gov,Yes
buoybay.noaa.gov,Yes
burialatsea.epa.gov,Yes
burnseverity.cr.usgs.gov,Yes
bush41library.archives.gov,Yes
business.defense.gov,Yes
business.dla.mil,Yes
business.lanl.gov,Yes
businessdefense.gov,Yes
businessportal.dla.mil,Yes
busoperations.inl.gov,Yes
buy.gsa.gov,Yes
bva.va.gov,Yes
bvpn001g.firstnet.gov,No
bw.usembassy.gov,Yes
bwhcphysics.lbl.gov,Yes
bwps.ctss.nih.gov,Yes
bwt.cbp.gov,Yes
by.usembassy.gov,Yes
bz.usembassy.gov,Yes
c-rads.od.nih.gov,Yes
c-ras.cdscc.nasa.gov,No
c2f.usff.navy.mil,Yes
c2h.fcc.gov,Yes
c2sepem.lbl.gov,Yes
c3.ndc.nasa.gov,Yes
c3f.navy.mil,Yes
c3rs.arc.nasa.gov,Yes
c4isuite.atfp.cnic.navy.mil,Yes
c4isuite.atfp.cnic.navy.smil.mil,Yes
c51.lbl.gov,No
c5isrcenter.devcom.army.mil,Yes
c6f.navy.mil,Yes
c7f.navy.mil,Yes
ca.usembassy.gov,Yes
caauthservice.state.gov,No
cab.srs.gov,Yes
cac.jten.mil,Yes
cac.mil,Yes
cactus.nci.nih.gov,Yes
cad4nasa.gsfc.nasa.gov,No
cadataapi.state.gov,No
cadatacatalog.state.gov,No
cadbimcenter.erdc.dren.mil,Yes
cadccvm1.cad.bnl.gov,No
caddo.nsopw.gov,Yes
cades.ornl.gov,Yes
cadlink.epa.gov,Yes
cadpad.navair.navy.mil,Yes
cadre.research.va.gov,Yes
cadsr.cancer.gov,No
cadsr.nci.nih.gov,No
cadweb.bnl.gov,No
caes.pnnl.gov,Yes
cafe.orr.noaa.gov,Yes
cafgroup.lbl.gov,Yes
cahnathx.nichd.nih.gov,Yes
cahpsdatabase.ahrq.gov,Yes
caia-acc.treasury.gov,No
caia.treasury.gov,No
cain.larc.nasa.gov,No
cairnslab.lbl.gov,Yes
calendar.library.doc.gov,No
calendar.niehs.nih.gov,No
calendar.nih.gov,Yes
calendly.com,No
california-mdc.diver.orr.noaa.gov,Yes
calist.state.gov,No
calm.gsa.gov,Yes
calmed.tricare.mil,Yes
calval.jpl.nasa.gov,Yes
cam.cancer.gov,Yes
camd.epa.gov,Yes
cameo.noaa.gov,Yes
cameochemicals.noaa.gov,Yes
camera.lbl.gov,Yes
camis.nre.navy.mil,Yes
camp-lejeune.tricare.mil,Yes
camp-pendleton.tricare.mil,Yes
camp2ex.jpl.nasa.gov,Yes
campa.lbl.gov,Yes
campcreek.atdd.noaa.gov,Yes
campd.epa.gov,Yes
campedwards.ng.mil,Yes
campus-vpn.niaid.nih.gov,No
campusdrugprevention.gov,Yes
cams.hqmc.usmc.smil.mil,Yes
cams.nnsa.energy.gov,No
cams.nssl.noaa.gov,Yes
cananolab.cancer.gov,Yes
cancer.gov,Yes
cancer.va.gov,Yes
cancercenters.cancer.gov,Yes
cancercontrol.cancer.gov,Yes
cannon.af.mil,Yes
cannon.tricare.mil,Yes
cap.mil,Yes
capacity.childwelfare.gov,Yes
cape.nationalblueribbonschools.ed.gov,No
capenam.atdd.noaa.gov,Yes
capitraining.nass.usda.gov,No
capitrainingbeta.nass.usda.gov,No
capnhq.gov,Yes
capris.ncua.gov,No
caprovservice.state.gov,No
caps.gsfc.nasa.gov,Yes
car.gsfc.nasa.gov,Yes
carbon.nasa.gov,Yes
card.niaid.nih.gov,Yes
card.nih.gov,Yes
cards.od.nih.gov,Yes
cardsync.lanl.gov,No
care.va.gov,Yes
careerpath.fema.gov,Yes
careerpath.gsfc.nasa.gov,Yes
careerpathstaging.fema.gov,No
careers.cbp.gov,No
careers.occ.gov,Yes
careers.pnnl.gov,Yes
careers.secretservice.gov,--
careers.state.gov,Yes
careers2.occ.gov,Yes
careersa.tva.gov,No
careertrac.niehs.nih.gov,No
caregiver.va.gov,Yes
caregiverfinanciallegal.va.gov,Yes
caring4kidswithcovid.nih.gov,Yes
carldperkins.jobcorps.gov,Yes
carol.ntsb.gov,Yes
carrier.opm.gov,Yes
cart.hrsa.gov,No
cartext.datahub.pnnl.gov,No
carto-wfs.nationalmap.gov,Yes
carto.bldc.nwave.noaa.gov,Yes
carto.ctc.nwave.noaa.gov,Yes
carto.nationalmap.gov,Yes
carto.nwave.noaa.gov,Yes
cartowfs.nationalmap.gov,Yes
carve.ornl.gov,Yes
carville.jobcorps.gov,Yes
casa.sandia.gov,Yes
casac.epa.gov,Yes
casarepo.pnnl.gov,No
cascade.lbl.gov,Yes
cascadefalcon.wawg.cap.gov,Yes
cascades.jobcorps.gov,Yes
cascom.army.mil,Yes
casl.gov,Yes
cass.jobcorps.gov,Yes
cassadaga.jobcorps.gov,Yes
catalog.archives.gov,Yes
catalog.data.gov,Yes
catalog.fdic.gov,Yes
catalog.gsa.gov,Yes
catalog.mso.census.gov,No
catalog.niams.nih.gov,Yes
catalog.nidcr.nih.gov,Yes
catalog.ninds.nih.gov,Yes
catalog.nlm.nih.gov,Yes
catalog.usmint.gov,Yes
catch.ncis.navy.mil,--
catran.sba.gov,Yes
catribes.nsopw.gov,Yes
cats.abl.navsea.navy.mil,Yes
cats.gsfc.nasa.gov,Yes
catweb.sba.gov,No
catweb2.sba.gov,No
caweb.sba.gov,Yes
cbb.census.gov,Yes
cbca.gov,Yes
cbexapp.noaa.gov,Yes
cbexpress.acf.hhs.gov,Yes
cbfish.org,Yes
cbi.nhtsa.dot.gov,Yes
cbiit-download.nci.nih.gov,No
cbirf.marines.mil,Yes
cbiuser.nhtsa.dot.gov,Yes
cbiuserapi.nhtsa.dot.gov,Yes
cbmp.nichd.nih.gov,No
cbob-admin.ncjrs.gov,Yes
cbp.gov,Yes
cbp.lbl.gov,Yes
cbpcomplaints.cbp.gov,Yes
cbpworkforce.cbp.gov,--
cbrd.navy.mil,Yes
cbrfc.noaa.gov,Yes
cbrnedss.dtra.mil,Yes
cbwofs.nssl.noaa.gov,Yes
cc.nih.gov,Yes
ccac.gov,Yes
ccad.army.mil,Yes
cccbdb.nist.gov,Yes
cccdpcr.thinkculturalhealth.hhs.gov,Yes
cccitrixaccess.cc.nih.gov,No
cccm.thinkculturalhealth.hhs.gov,Yes
ccda.healthit.gov,Yes
ccdavalidator.healthit.gov,Yes
ccdi.cancer.gov,Yes
ccdor.research.va.gov,Yes
cce-datasharing.gsfc.nasa.gov,Yes
cce.nasa.gov,Yes
cci.lbl.gov,Yes
ccmc.gsfc.nasa.gov,Yes
ccmcftp.ccmc.gsfc.nasa.gov,No
ccmis.psc.gov,No
ccmpp.gsfc.nasa.gov,Yes
ccnm.thinkculturalhealth.hhs.gov,Yes
ccqas.csd.disa.mil,Yes
ccr.cancer.gov,Yes
ccracommunity.va.gov,No
ccrhb.od.nih.gov,Yes
ccrisktool.cancer.gov,Yes
ccs.esmo.nasa.gov,No
ccse.lbl.gov,Yes
ccsg15.navy.mil,Yes
ccwgsmartcities.lbl.gov,Yes
cd.marines.mil,Yes
cd.usembassy.gov,Yes
cda-validation.nist.gov,Yes
cdan.dot.gov,Yes
cdan.nhtsa.gov,Yes
cdas.cancer.gov,Yes
cdaw.gsfc.nasa.gov,Yes
cdaweb.gsfc.nasa.gov,Yes
cdc-home.grantsolutions.gov,Yes
cdc.gov,Yes
cdc.usajobs.gov,Yes
cdcs.registry.nist.gov,Yes
cddis.nasa.gov,Yes
cde.nida.nih.gov,Yes
cde.nlm.nih.gov,Yes
cde.ucr.cjis.gov,Yes
cdernextgenportal.fda.gov,No
cdf.gsfc.nasa.gov,Yes
cdfifund.gov,Yes
cdhc.noaa.gov,Yes
cdi.marines.mil,Yes
cdiscvalidation.niaid.nih.gov,No
cdlis.dot.gov,Yes
cdlisws.cdlis.dot.gov,No
cdms-nf.nmci.navy.mil,Yes
cdms.navsea.navy.mil,--
cdn.health.mil,Yes
cdn.myafn.dodmedia.osd.mil,--
cdo.gov,Yes
cdp.ahrq.gov,No
cdp.cancer.gov,Yes
cdp.dhs.gov,Yes
cdrns.nih.gov,Yes
cds-authoring.ahrq.gov,No
cds.ahrq.gov,Yes
cdscc.nasa.gov,Yes
cdsic.ahrq.gov,Yes
cdsweb.gsfc.nasa.gov,No
cdx.epa.gov,Yes
ceac.state.gov,Yes
ceal.nih.gov,Yes
cearun.grc.nasa.gov,Yes
ceb65-vip.nlm.nih.gov,No
cebs.nci.nih.gov,Yes
cecom.army.mil,Yes
cedar.opm.gov,Yes
cedcchrgw.dc3n.navy.mil,Yes
cedcd.nci.nih.gov,Yes
ceds.communities.ed.gov,Yes
ceds.ed.gov,Yes
ceeesa.es.anl.gov,Yes
celebrating200years.noaa.gov,No
cem.va.gov,Yes
cems.ams.usda.gov,No
cendi.gov,Yes
census.data.commerce.gov,Yes
census.gov,Yes
centcom.mil,Yes
centennial.jobcorps.gov,Yes
centers.hpc.mil,Yes
ceo.scec.org,Yes
ceportal.fda.gov,Yes
cerc.research.va.gov,Yes
cercbee.lbl.gov,Yes
cercla.ba.ars.usda.gov,No
ceres.larc.nasa.gov,Yes
cert.eauth.usda.gov,No
cert.mobilelinc.icam.usda.gov,No
certevpn.usda.gov,No
certificate.seafoodinspection.nmfs.noaa.gov,Yes
certifiedcopycenter.uspto.gov,Yes
certify.sba.gov,Yes
certmapper.cr.usgs.gov,Yes
certs.lbl.gov,Yes
cesdata.bls.gov,No
cesdataorigin1.bls.gov,No
cesdatat.bls.gov,No
cets.dc3n.navy.mil,Yes
cf.denali.gov,Yes
cf.gsfc.nasa.gov,No
cf.usembassy.gov,Yes
cfccharities.opm.gov,Yes
cfcgiving.opm.gov,Yes
cfext.epa.gov,Yes
cffo.fleetforces.navy.smil.mil,Yes
cfm.va.gov,Yes
cfmedicine.awsprod.nlm.nih.gov,Yes
cfmedicine.nlm.nih.gov,Yes
cfo.gov,Yes
cfo.lbl.gov,Yes
cfp.tva.gov,No
cfpub.epa.gov,Yes
cfpub1.epa.gov,No
cfpub2.epa.gov,No
cfreds-archive.nist.gov,Yes
cfs.gsfc.nasa.gov,Yes
cfs.ncep.noaa.gov,Yes
cfsan-onlinesubmissions.fda.gov,Yes
cfsrportal.acf.hhs.gov,Yes
cfwebx.ports.navy.mil,Yes
cg.usembassy.gov,Yes
cgap.nci.nih.gov,Yes
cgb.nichd.nih.gov,Yes
cgcart.uscg.mil,Yes
cgmix.uscg.mil,Yes
cgpaas.uscg.mil,Yes
cgrri.uscg.mil,Yes
cgru.usda.gov,No
cgs.nrlssc.navy.smil.mil,Yes
ch.usembassy.gov,Yes
challenge.gov,Yes
channelislands.noaa.gov,Yes
chaos.usmc.mil,Yes
chapea.nasa.gov,Yes
charleston.jobcorps.gov,Yes
charleston.tricare.mil,Yes
charterschoolcenter.ed.gov,Yes
charts.noaa.gov,Yes
chat.cslive.usgs.gov,Yes
chat.il2.dso.mil,Yes
chat.mymedicare.gov,No
chatwrite.hud.gov,No
chavigreen-f5.lanl.gov,No
chcoc.gov,Yes
chcq.ctss.nih.gov,Yes
checkthebox.dot.gov,Yes
chemdata.nist.gov,Yes
chemdb.niaid.nih.gov,Yes
chemistry.usajobs.gov,Yes
chemm.hhs.gov,Yes
chemview.epa.gov,Yes
cherokee.nsopw.gov,Yes
cherp.research.va.gov,Yes
cherrypoint.marines.mil,Yes
cherrypoint.tricare.mil,Yes
chessnam.atdd.noaa.gov,Yes
chestnut.atdd.noaa.gov,Yes
cheyenneriver.nsopw.gov,Yes
chfs.abausmhs.health.mil,Yes
chfs2.abausmhs.health.mil,Yes
chi-nu-log-web-f5.lanl.gov,No
chic.research.va.gov,Yes
chickasaw.nsopw.gov,Yes
childcare.gov,Yes
childcare.ors.nih.gov,No
childcareta.acf.hhs.gov,Yes
childreninadversity.gov,Yes
childstats.gov,Yes
childwelfare.gov,Yes
china.usembassy-china.org.cn,Yes
chinfo.navy.mil,Yes
chippewacree.nsopw.gov,Yes
chiqa.nlm.nih.gov,Yes
chitimacha.nsopw.gov,Yes
choctaw.nsopw.gov,Yes
choir.research.va.gov,Yes
choose.va.gov,Yes
choosework.ssa.gov,Yes
chpl.healthit.gov,No
